id,why_reused,section,flag_count,flags,draft_sentence,nearest_deposit_sentence,ratio,disposition
D0325,supported at high confidence,,0,,"- **Prescribed or observed fluxes.** If $v(t)$ and $b(t)$ are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics.","Two cases are distinguished. **Prescribed or observed fluxes:** if $v(t)$ and $b(t)$ are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics — the computationally simple auditing case. **Endogenous fluxes:** if $v(t) = v(x(t), u(t), d(t))$, flux-only auditing is not generally possible without solving, estimating, or bounding the coupled system; the identity still holds, but the integral cannot be evaluated without determining $v(t)$.",0.534,
D0346,supported at high confidence,3.5,0,,"Attainability requires solving or bounding the coupled system. 2. **State-dependence needs one more condition.** When $v=v(x)$, the declared box must additionally be forward-invariant under the coupled dynamics for the envelopes to bound the system's reachable set.","When the fluxes are state-dependent, $v = v(x)$, the declared box must additionally be forward-invariant under the coupled dynamics for the envelopes to bound the system's reachable set; without that condition the corollary is a certificate for flux-admissible paths only, not for the ODE's trajectories.",0.529,
D0434,supported at high confidence,,0,,"Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives,","Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives, $$s = \mathcal{O}(x, u, \theta) = Q(\theta)\, v(x, u),$$ with every row of $Q$ declaring the delivery boundary and the conversion into one service-specific unit; more general state-dependent readouts are possible.",0.529,
D0486,supported at high confidence,6.2,0,,"**When the clocks coincide.** Under the rate bracket the frozen-rate ratio and the true hitting time agree within the bracket: $-\dot A\in[(1-\varepsilon)v_0,(1+\varepsilon)v_0]$ gives $\mathcal H^{\mathrm{loc}}_A=(A(0)-A_{\min})/[-\dot A]_+\in[H_0/(1+\varepsilon),H_0/(1-\varepsilon)]$, hence","**When the clocks coincide.** Under the rate bracket the frozen-rate ratio and the true hitting time agree within the bracket: $-\dot A \in [(1-\varepsilon)v_0, (1+\varepsilon)v_0]$ gives $H_A^{\mathrm{loc}} = (A(0) - A_{\min})/[-\dot A]_+ \in [H_0/(1+\varepsilon), H_0/(1-\varepsilon)]$, hence $|H - H_A^{\mathrm{loc}}| \le 2\varepsilon H_0/(1-\varepsilon)$ — the only regime in which the frozen-rate ratio is a horizon.",0.523,
D0323,supported at high confidence,,0,,"*and for continuous barriers $\underline B,\overline B$ the trajectory satisfies $\underline B_m(t)\le S_m(t)\le\overline B_m(t)$ for all $t\in[0,T]$ if and only if the corresponding integrated inequalities hold for all $t\in[0,T]$.*","Then* $$S(t) = S(0) + \int_0^t \bigl( C S_{\mathcal{T}} v(\tau) + Cb(\tau) \bigr) d\tau,$$ *and for continuous barriers $\underline{B}, \overline{B}$ the trajectory satisfies $\underline{B}_m(t) \le S_m(t) \le \overline{B}_m(t)$ for all $t \in [0,T]$ if and only if the corresponding integrated inequalities hold for all $t \in [0,T]$.*",0.52,
D0245,supported at high confidence,,0,,"So every column sums to zero, which is the incidence statement of mass conservation (proved for the full system in §4.2).",This section sets out the incidence discipline that makes conservation a property of the structure rather than an assumption.,0.519,
D0241,supported at high confidence,2.2,0,,"That is legitimate in a monomaterial projection, and the masses below are defined on this routing.","Uptake $T = \kappa_A N s$ never enters $\dot N$: it is an $A^{\mathrm{act}} \to U$ throughput with the living stock entering as a catalytic factor, not stored biomass — legitimate in a monomaterial projection; the masses below are defined on this routing.",0.517,
D0435,supported at high confidence,,0,,with every row of $Q$ declaring the delivery boundary and the conversion into one service-specific unit.,"Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives, $$s = \mathcal{O}(x, u, \theta) = Q(\theta)\, v(x, u),$$ with every row of $Q$ declaring the delivery boundary and the conversion into one service-specific unit; more general state-dependent readouts are possible.",0.514,
D0615,supported at high confidence,7.8,0,,"Measurement error, serial dependence, seasonal forcing, spatial aggregation, trend breaks and common climatic drivers are **separate** uncertainties, and integrating any of them out yields a predictive mixture rather than a single inverse-Gaussian law.","In the groundwater application $\widehat\mu$ is estimated from a finite, potentially autocorrelated record and the barrier is selected from that same record; measurement error, serial dependence, seasonal forcing, spatial aggregation, trend breaks, and common climatic drivers are separate uncertainties, and integrating any of them out yields a predictive mixture rather than a single inverse-Gaussian law.",0.514,
D0462,supported at high confidence,,0,,"Since $qEN-R(N,A_{\mathrm{act}})=O(N)$ as $N\to0$, the raw decline input vanishes near extinction while the positive baseline source of the effort law can still sustain commanded effort.","Since $qEN - R(N, A^{\mathrm{act}}) = O(N)$ as $N \to 0$, the raw decline input vanishes near extinction while the positive baseline source of the effort law can still sustain commanded effort — the incremental decline amplification disappears, but the effort command need not; a controller intended to respond to low stock irrespective of its current rate of change requires a separately registered level-dependent channel.",0.512,
D0419,supported at high confidence,4.9,0,,Summing the six material equations of a ten-state admissibility template gives the exact identity,Summing the six material equations of a ten-state admissibility template gives the exact identity $$\frac{d}{dt}\bigl( \bar X_A + X_J + P + U + A + G \bigr) = 0.$$ This is an algebraic cancellation only: it does not prove forward invariance of the six material states or physical admissibility of every term.,0.508,
D0064,supported at high confidence,1.1,0,,"The same pool can also be read as natural capital, as a stock, or as a slowly regenerating flow of services.","The support pool need not be a superficially non-renewable reserve for this diagnosis to run, and it can be read in more than one way at once — as natural capital, as a stock, or as a slowly regenerating flow of services.",0.506,
D0459,supported at high confidence,5.4,0,,**Decline pressure.** In the registered delay family the depletion-pressure classification is,"**Decline pressure.** In the registered delay family the depletion-pressure classification is $\Lambda(t) = \max\{0, qE(t)N(t) - R(N(t), A^{\mathrm{act}}(t))\} = \max\{0, -\dot N(t)\}$: the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.",0.506,
D0574,supported at high confidence,,0,,"*where $W$ is a standard Wiener process, $\varsigma>0$ a chosen noise scale, and the process is stopped at first reaching the record-relative barrier $\mathcal A^{\mathrm{win}}_{\min}$.","On the scale of the tabulated series define* $$A(t) = A_0 + \mu t + \varsigma W_t, \qquad A(0) = A_0 > A_{\min}^{\mathrm{win}},$$ *where $W$ is a standard Wiener process, $\varsigma > 0$ a chosen noise scale, and the process is stopped at first reaching the record-relative barrier $A_{\min}^{\mathrm{win}}$.*",0.502,
D0209,supported at high confidence,,0,,The four geo-interface and closure primitives are,The same refinement applies to the interface bound of Proposition 37.,0.5,
D0099,signposting: asserts nothing,1.1,0,,"Section 7 states what the passage-time results do and do not condition on, and it is not a snapping-time calculation.","Section 10 states what the ledger does not support, and Section 11 concludes.",0.489,
D0585,supported at high confidence,,0,,"For every finite $\varsigma>0$ the inverse-Gaussian median $m$ satisfies $m<\nu=\mathcal H^{\mathrm{win}}_{\mathrm{GW}}$,*","For every finite $\varsigma > 0$ the inverse-Gaussian median $m$ satisfies* $$m < \nu = H^{\mathrm{win}}_{\mathrm{GW}}, \qquad F_T(\nu) = \frac{1}{2} + e^{2\lambda/\nu}\,\Phi\!\left( -2\sqrt{\lambda/\nu} \right) > \frac{1}{2}.$$ *The variance scales as $\varsigma^2$ and the standard deviation and small-noise quantile widths as $\varsigma$.",0.482,
D0052,supported at high confidence,1.1,0,,"The per-asset, per-pool depletion horizons of Section 6.5.2 are each reported next to the pool they draw on, and are never added into a single date.","The replacements built in this article are component-resolved by construction: the per-asset, per-pool depletion horizons of Section 6.5.2 are each reported beside the pool it draws on and never summed into a scalar date.",0.48,
D0124,signposting: asserts nothing,1.2,0,,"**Task three is to put substitution inside the ledger, not beside it.** Weak and strong sustainability are not rival hypotheses.","The third task is to locate substitution within the ledger, rather than alongside it.",0.48,
D0493,supported at high confidence,,0,,1. **Equality at the hitting time** — $S_m(\tau_m^-)=\underline B_m(\tau_m^-)$ — requires continuity of both $S_m$ and $\underline B_m$ and appropriate initial separation.,"First, equality at the hitting time — $S_m(\tau_m^-) = \underline{B}_m(\tau_m^-)$ — requires continuity of both $S_m$ and $\underline{B}_m$ and appropriate initial separation; if fluxes or barriers can jump, the stock can cross the barrier without satisfying equality.",0.48,
D0696,signposting: asserts nothing,10.2,0,,A flux omitted from the ledger is not thereby conserved.,Section 4 proves the closed-ledger theorem set.,0.48,
D0051,signposting: asserts nothing,1.1,0,,What this article builds in their place is resolved by component from the start.,"Both are witnesses inside a declared model, not constants for the class.",0.47,
D0253,supported at high confidence,2.3,0,,"These are two different timescale lumpings of the same physical story, and no incidence specialization maps one onto the other.","Services are observations or feasible outputs of the physical state, not additional conserved mass.",0.468,
D0491,supported at high confidence,,0,,"and the overall admissibility exit time $\tau_{\mathrm{exit}}=\min_m\{\tau_m^-,\tau_m^+\}$; **horizon safety on $[0,T]$ is $\tau_{\mathrm{exit}}>T$**.",**Theorem 7 (Natural-block mass identity).** *Let $M = N + A^{\mathrm{act}} + A^{\mathrm{geo}} + U$.,0.466,
D0494,supported at high confidence,,0,,"If fluxes or barriers can jump, the stock can cross the barrier *without* satisfying equality. 2. **Lower barriers need not be exhaustion thresholds.** The diagnostic distinguishes physical exhaustion ($S_m=0$), functional failure ($S_m=\underline B_m^{\mathrm{func}}$), a resilience or regime-shift threshold, an economically recoverable reserve, and a minimum service-supporting stock.","Second, lower barriers need not be exhaustion thresholds: the diagnostic distinguishes physical exhaustion ($S_m = 0$), functional failure ($S_m = B_m^{\mathrm{func}}$), a resilience or regime-shift threshold, an economically recoverable reserve, and a minimum service-supporting stock — the term ""exhaustion"" is reserved for $S_m = 0$, and all other thresholds are barrier violations.",0.466,
D0474,supported at high confidence,6.1,0,,It correctly reports *no current net decline* at a stationary or replenishing state.,This section sets out the incidence discipline that makes conservation a property of the structure rather than an assumption.,0.459,
D0247,supported at high confidence,2.3,0,,"The constitutive choices belong to this example, not to every typed ledger: the constant splits $\alpha$ and $\rho_P$, the compartment set, and the absorbing-sink convention are declared choices.","The vector field belongs to the tangent cone at every boundary point, and the tangent-cone invariance theorem applies.",0.458,
D0372,supported at high confidence,4.1,0,,"*i.e. mass leaves the natural block exactly at the extraction rate, plus the donor-limited mining rate.","Where energies are not declared the predicate is reported as not established, exactly as the conservation residual of Definition 23 is.",0.452,
D0490,supported at high confidence,6.3,0,,For each moiety $m$ define the lower and upper exit times,"Network Flows: Theory, Algorithms, and Applications.",0.447,
D0545,supported at high confidence,6.5.2,0,,"is a **ranking device, not a componentwise certificate**: it mixes basins and reserves, incommensurable objects under the typing of §2.1, and is retained only to mark the boundary of legitimate aggregation.","The theorem bounds how long adequate service can coexist with componentwise safety; it is not a scalar certificate, and $V>0$ establishes nothing about the sign of any individual margin.",0.443,
D0380,supported at high confidence,4.2,0,,"Every column is a two-compartment transfer under the unit-sum routing constraints, so $\mathbb 1^{\top}S^{\top}=0$ column by column — Theorem 8's conservation, at sight.",The theorem is an exact conservation identity under the routing constraints. □,0.442,
D0655,signposting: asserts nothing,,0,,"The working-point figures $E^*\approx2.090$, $N^*=89.526$, $A_{\mathrm{act},*}=397.87$ and the recharge $4.652$ are imported at the companion's registered precision; the reverse check $qE^*N^*=0.001\times2.090\times89.526\approx0.187$ is consistent to the quoted digits. 4. **The draw diagnostic is not an error measure.** The cumulative donor-draw quantity $\varepsilon_G(T)=G_0^{-1}\int_0^T|e_{GA}-e_{AG}|\,dt$ is a diagnostic of the *derived-target completion*, not a trajectory-tracking error between the two fields; **no finite-time tracking theorem between the completions holds**. 5. **Integrability forbids indefinite persistence.** The closed primitive system makes sustained extraction integrable (Theorem 14) and therefore cannot possess the working positive-flux rest indefinitely.","The working-point figures $E^* \approx 2.090$, $N^* = 89.526$, $A^{\mathrm{act,*}} = 397.87$, and the recharge $4.652$ are imported at the companion's registered precision; the reverse check $qE^*N^* = 0.001 \times 2.090 \times 89.526 \approx 0.187$ is consistent to the quoted digits. 4.",0.441,
D0009,signposting: asserts nothing,,0,,"Services — drinking water, crop yield, fish caught — are readings taken off the ledger, not substances flowing in it.",**Definition 21 (Closure cone).** The regimes above can be stated on the ledger's own objects rather than as attitudes toward them.,0.438,
D0105,signposting: asserts nothing,1.1,0,,"""Reserves"" in this article means exactly one thing: the economically extractable portion as classified by the publishing agency, at the vintage of the report, in the report's own units.",(viii) The article asserts nothing empirical about any named resource system beyond the classifications of public data products stated at their source status.,0.438,
D0586,supported at high confidence,,0,,*The variance scales as $\varsigma^2$ and the standard deviation and small-noise quantile widths as $\varsigma$.,The barrier $A_{\min}^{\mathrm{win}}$ is selected from the same finite observation window used to estimate $\widehat\mu$.,0.437,
D0294,supported at high confidence,2.6,0,,"**Remark 2 (Registered-family support-saturated identity).** *In the primitive-flux core with $g(X,A)=\mu XA/(K_A+A)$, $m(X)=dX+cX^2$, $h(X,E)=qEX$, the support-saturated stock equation is, for each fixed interior $A>0$ in the limit $K_A\to0$,*","**Remark 2 (Registered-family support-saturated identity).** *In the primitive-flux core with $g(X,A) = \mu XA/(K_A + A)$, $m(X) = dX + cX^2$, $h(X,E) = qEX$, the support-saturated stock equation is, for each fixed interior $A > 0$ in the limit $K_A \to 0$,* $$\dot X = (\mu - d)X - cX^2 - qEX = rX\left(1 - \frac{X}{K}\right) - qEX, \qquad r = \mu - d, \quad K = \frac{\mu - d}{c},$$ *requiring $\mu > d$ and $c > 0$.",0.434,
D0240,supported at high confidence,2.2,0,,"It is an $A_{\mathrm{act}}\to U$ throughput in which the living stock appears as a catalytic factor, not as stored biomass.","The geological donor is an internal state throughout — no infinite reservoir is declared — and the block boundary is crossed only by harvest (to product) and, when restored, mining (to product or waste).",0.431,
D0132,signposting: asserts nothing,1.2,0,,"That ""deep time"" clause needs a scope, because read too widely it would sit badly against the article's own recoverability rule.","The distinction matters because ""time to depletion"" is publicly used as if all three were one quantity.",0.422,
D0129,supported at high confidence,1.2,0,,People consume and multiply slowly enough that technological substitution and natural regeneration together move matter so that it is used as it appears.,"Because reserves are an economic classification that changes with prices, technology, exploration, and regulation — not a fixed physical stock — the ratio is not an exhaustion forecast.",0.417,
D0669,signposting: asserts nothing,9,0,,"The ""tens of thousands of years"" heuristic uses the working flux (at $G_0/A_{\mathrm{act},*}=10^3$), and both scales sit far above the institutional delays of the companion family.","No theorem relates $\widehat\mu$ to $-\dot A$ of the reduced systems, to the finite-donor primitive system, or to the institutional delay equations. 3.",0.416,
D0154,supported at high confidence,1.2,0,,"The balance has to hold while neither consumption nor population grows faster than the productivity supporting them, and the drawdown must not be recoverable only on a timescale longer than the time it takes to draw it down.",The companion's $\tau_+ \approx 150$ yr upper cycle is a frozen-donor object; on the closed system it can persist only as a transient on the finite donor budget.,0.408,
D0504,supported at high confidence,,0,,"For uncertain parameters $\theta\in\Theta$ and admissible disturbances $d\in\mathcal D$, robust barrier safety is","In a closed system $S_m$ is constant, and in an open system $S_m$ changes only through boundary flows.",0.406,
D0562,supported at high confidence,6.5.4,0,,"The reported §6.5.2 median (≈ 1.8 yr) additionally carries the eight zero entries for stocks at or below the reference, per the zero convention of the source caption.",This section sets out the incidence discipline that makes conservation a property of the structure rather than an assumption.,0.406,
D0340,supported at high confidence,,0,,"*For any matrix $A$ write $A^+=\max\{A,0\}$ and $A^-=\max\{-A,0\}$ entrywise, and define for each moiety $m$ the envelope integrands*","*Proof.* By Theorem 7, $M(t) = M(0) - \int_0^t qE(s)N(s)\, ds$; forward invariance (Theorem 10) gives $M(t) \ge 0$, so the improper integral is at most $M(0)$.",0.405,
D0256,supported at high confidence,,0,,"where $\theta_K$ is the sink-generation fraction, $\theta_\delta$ the assimilation rate, $I_{\mathsf N}$ external nutrient input and $Q_{\mathsf P}$ product disposal.","The sign is estimable from the data the classification already requires, by regressing the decline rate on the stock; it is declared, not computed, in Section 6.5.",0.403,
D0108,supported at high confidence,1.1,0,,"Illakwahhi, Vegi and Srivastava (2024) show that influential ""depletion within a century"" estimates rest on single-source US Geological Survey data of questionable credibility, ignore recovery and recycling, and that timeframes estimated from inadequate reserve data ""are somewhat misleading"".","Illakwahhi, Vegi, and Srivastava (2024) show that the influential ""depletion within a century"" estimates rest on single-source U.S. Geological Survey (USGS) data whose credibility is questionable, ignore recovery and recycling, and that timeframes estimated from inadequate reserve data ""are somewhat misleading."" The same point is standard in mineral economics, where the distinction between reserves and resources has been central at least since Tilton (2003).",0.392,
D0235,supported at high confidence,2.2,0,,"The harvest column is written at the declared $\alpha=0$ routing, under which harvest leaves the block; a detritus-routed fraction $\alpha>0$ moves $\alpha$ into the $U$ entry of that column and reduces the block export to $(1-\alpha)qEN$ — the full-ledger routing displayed in §4.2.","The geological donor is an internal state throughout — no infinite reservoir is declared — and the block boundary is crossed only by harvest (to product) and, when restored, mining (to product or waste).",0.391,
D0255,supported at high confidence,2.4,0,,"The state is $(\mathsf{S},\mathsf{K},\mathsf{N},\mathsf{P})\in\mathbb{R}^4_+$ — in this block's local notation, resource stock, sink stock, nutrient stock and input flux; the carrying capacity and living stock of §2.2 do not enter — with","The state is $(S, K, N, P) \in \mathbb{R}^4_+$ (in this block's local notation, $S$ is the resource stock, $K$ the sink stock, $N$ the nutrient stock, and $P$ the input flux; the carrying capacity and living stock of Section 2.2 do not enter), with $$\dot S = g(S,N) - H, \qquad \dot K = \theta_K H - \theta_\delta K, \qquad \dot N = -g(S,N) + \theta_\delta K + I_N, \qquad \dot P = (1 - \theta_K)H - Q_P,$$ where $\theta_K$ is the sink-generation fraction, $\theta_\delta$ the assimilation rate, $I_N$ external nutrient input, and $Q_P$ product disposal.",0.382,
D0313,supported at high confidence,3.1,0,,**Proposition 2 (The layers do not collapse).** *Barrier safety does not follow from accounting consistency: a trajectory can be perfectly mass-balanced while violating a declared barrier; and a trajectory can satisfy declared barriers while violating a conservation law or a stoichiometric constraint.,"A *moiety* is a conserved substance class (an element, or a declared conserved combination) — the only object to which a conservation law attaches.",0.367,
D0381,supported at high confidence,4.2,0,,"The natural-block rows $(N,U,A_{\mathrm{act}},A_{\mathrm{geo}})$ reproduce the four-row display of §2.2, with the harvest column now carrying its full routing ($\alpha$ to $U$, $1-\alpha$ to $P$) instead of the block-export convention of the $\alpha=0$ corner.","An exhaustion-horizon estimate built on a reserve figure carries the substitution and technology premises of the reserve classification, not a physical forecast.",0.364,
D0618,supported at high confidence,8.1,0,,"The phosphorus domain enters at **registered template status**: an identification ladder for the resource–product–waste–detritus structure of §2.3 (phosphate rock → fertilizer → soil pool → runoff, with the mining flux $c_G$ and the recycling routes $\alpha,\rho_P$), whose constitutive content — the yield and loss functions, the recovery fractions, the price response of the reserve classification — is **declared, not established**.","The phosphorus domain enters at registered template status: an identification ladder for the resource-product-waste-detritus structure of Section 2.3, whose constitutive content --- yield and loss functions, recovery fractions, the price response of the reserve classification --- is declared and not established, and whose reserve and production quantities carry their source vintage (U.S. Geological Survey, 2026).",0.355,
D0597,supported at high confidence,,0,,*so $\mathbb E[\mathcal T_{\mathrm{fish}}]=\log(\mathcal B_0/\mathcal B_{\min})/(h+\varsigma^2/2)$; as $\varsigma\to0^+$ this converges to the deterministic pure-decay horizon when $h=F$ and $\mathcal B_{\min}=\mathcal B_{\mathrm{lim}}$.*,"Second, $S_{\mathcal{T}}$ may contain signed entries even though $v \ge 0$: the sign pattern of the incidence matrix and the nonnegativity of the primitives are separate declarations.",0.34,
D0530,supported at high confidence,,0,,"under current fishing mortality $F$, with median **≈ 1.8 yr** across the **43** assessed stocks with finite spawning-stock-biomass (SSB) and $F$ series — the archived pull, kept in place as the headline cohort by the recorded data-vintage decision — computed with $\mathrm{ADH}=0$ entered for the **eight** stocks already at or below the reference: the zero convention of the source table's caption, **which the median includes**.","The fisheries column reports the archived-depletion-horizon (ADH) pure-decay proxy $\mathrm{ADH} = F^{-1}\log(\mathrm{SSB}_{\mathrm{now}}/(0.2\max\mathrm{SSB}))$ under current fishing mortality $F$, with median $\approx 1.8$ yr across the 43 assessed stocks with finite spawning-stock-biomass (SSB) and $F$ series — the archived pull, designated the headline cohort under the data-vintage rule recorded in S5 — computed with $\mathrm{ADH} = 0$ entered for the eight stocks already at or below the reference, the zero convention of the source table's caption, which the median includes.",0.3,
D0594,supported at high confidence,,0,,"The inverse-Gaussian family has a degenerate boundary limit concentrated at zero, and $\mathrm{IG}(0,0)$ is not an ordinary inverse-Gaussian distribution. **Zero cells report zero relative to the selected observational barrier** — not zero physical uncertainty, and no confirmation of collapse. 2. **Independent physical thresholds.** If an independent physical threshold $\mathcal A^{\sharp}<\mathcal A^{\mathrm{win}}_{\min}$ is specified, the same constant-drift surrogate gives the conditional mean $\mathbb E[T^{\sharp}]=(A_0-\mathcal A^{\sharp})/|\mu|$, longer than the record-relative proxy because the barrier is lower.","1. **Already-at-minimum.** If $A_0 = A_{\min}^{\mathrm{win}}$, the stopping-time convention gives $T_{\mathrm{GW}} = 0$ deterministically for every $\varsigma$; the inverse-Gaussian family has a degenerate boundary limit concentrated at zero, and $\mathrm{IG}(0,0)$ is not an ordinary inverse-Gaussian distribution.",0.298,
D0195,signposting: asserts nothing,2.1,0,,"Read this line in words: *what changes in each box equals the wiring applied to the flows, plus what crosses the boundary, plus a stated disturbance.* Here $S^{\top}$ is the typed stoichiometric (incidence) operator; $y$ collects declared boundary states — environmental or companion variables that live outside the ledger; $\theta$ is the declared constitutive parameter vector; $B u_\partial$ collects declared boundary transfers; and $dx$ belongs to a stated disturbance class.","This is a local diagnostic only: it fails when depletion reverses, the rate approaches zero, or feedback moves the trajectory outside the declared rate bounds.",0.291,
D0544,supported at high confidence,6.5.2,0,,"**Non-example 1 — a deliberate boundary of aggregation, not a score of the framework.** The equal-weight inverse-horizon score of the four basins still above their window minimum and world phosphate reserves,","The equal-weight inverse-horizon score of the four basins still above their window minimum and world phosphate reserves, displayed as **Non-example 1** — a deliberate boundary of aggregation, not a score of the framework, $$\Sigma_{\mathrm{reserves}} \approx \frac{1}{5}\left( \frac{1}{2.7} + \frac{1}{7.9} + \frac{1}{9.5} + \frac{1}{21.4} + \frac{1}{309} \right) \approx 0.130\ \mathrm{yr}^{-1},$$ is a ranking device, not a componentwise certificate: it mixes basins and reserves, incommensurable objects under the type structure of Definition 47, and is retained only to mark the boundary of legitimate aggregation.",0.226,
D0653,supported at high confidence,,0,,"The difference is $U$-dependent because the working field omits the detritus return $\gamma_UU$ that the closed field carries — the $U$-handling split is part of this obstruction, and $\mathcal B^*-R^*=\mathcal T^*$ is the working system's turnover balance, **not** the field difference. 3. **The working point is not at rest in the closed system.** It requires continuing geological support — the flux $\omega_A(A_{\mathrm{eq},W}-A_{\mathrm{act},*})=4.652133\ldots$ stock units per year, supplied every year by a donor the working system treats as a parameter — and is not a rest point of the closed finite-donor system (Theorem 12).","The primitive ledger uses the intrinsic donor-limited target $A^{\mathrm{eq,intrinsic}}$; the working system uses the derived target $A^{\mathrm{eq,W}} = A^{\mathrm{eq,intrinsic}} + \kappa_A K/\omega_A$.",0.207,
