id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0542,supported (near-verbatim),high,6.5.2,"The groundwater column is a trend-to-window-minimum extrapolation, the phosphate column a reserve-life ratio, and the fisheries column a pure-decay proxy with recruitment omitted.",6.5.2,"The scope discipline is the tables' load-bearing content: none of the reported numbers is a computed instance of any model's first-hitting time — the groundwater column is a trend-to-window-minimum extrapolation, the phosphate column a reserve-life ratio, and the fisheries column a pure-decay proxy with recruitment omitted.",aligned passage,0.598,0.71,1.0,,,
D0543,supported (near-verbatim),high,6.5.2,"They are descriptive, component-resolved diagnostics in the two-pool logic of the taxonomy — not dynamical predictions.",6.5.2,"They are descriptive, component-resolved diagnostics in the two-pool logic of the taxonomy, not dynamical predictions.",aligned passage,1.0,0.996,1.0,,,
D0544,supported (reworded),high,6.5.2,"**Non-example 1 — a deliberate boundary of aggregation, not a score of the framework.** The equal-weight inverse-horizon score of the four basins still above their window minimum and world phosphate reserves,",6.5.2,"The equal-weight inverse-horizon score of the four basins still above their window minimum and world phosphate reserves, displayed as **Non-example 1** — a deliberate boundary of aggregation, not a score of the framework, is a ranking device, not a componentwise certificate: it mixes basins and reserves, incommensurable objects under the type structure of Definition 47, and is retained only to mark the boundary of legitimate aggregation.",elsewhere in the deposit,0.515,0.267,0.0,,,
D0545,supported (reworded),high,6.5.2,"is a **ranking device, not a componentwise certificate**: it mixes basins and reserves, incommensurable objects under the typing of §2.1, and is retained only to mark the boundary of legitimate aggregation.",6.5.2,"The equal-weight inverse-horizon score of the four basins still above their window minimum and world phosphate reserves, displayed as **Non-example 1** — a deliberate boundary of aggregation, not a score of the framework, is a ranking device, not a componentwise certificate: it mixes basins and reserves, incommensurable objects under the type structure of Definition 47, and is retained only to mark the boundary of legitimate aggregation.",elsewhere in the deposit,0.528,0.574,0.0,,,
D0546,supported (near-verbatim),high,6.5.2,"It is exhibited as the worked instance of the non-compensation boundary of §10.1: a positive aggregate coexisting with componentwise deficits by construction — admissible as communication, **inadmissible as certification**.",6.5.2,"The score is exhibited here as the worked instance of the noncompensation boundary of Section 10.1: a positive aggregate coexisting with componentwise deficits by construction — admissible as communication, inadmissible as certification.",elsewhere in the deposit,0.899,0.946,0.0,,,
D0547,supported (reworded),medium,6.5.2,"It is not turned back into a horizon, and no reciprocal of it is reported here as a ""blended years-left"" figure — doing so would be exactly the move the non-example blocks.",3.7,"Where energies are not declared the predicate is reported as not established, exactly as the conservation residual of Definition 23 is.",elsewhere in the deposit,0.266,0.409,0.0,,,
D0548,excluded: shared verbatim,n/a,6.5.3,The phosphate column of the classification matrix is the reserve-life ratio.,,,identical text,1.0,1.0,,,,
D0549,supported (near-verbatim),high,6.5.3,"at approximately 74,000,000 kt (74,000 Mt) of world reserves and 240,000 kt/yr of production (U.S. Geological Survey, 2026) this is approximately **309 years**.",6.5.3,"At constant current production , the reserve-life ratio is ; at approximately kt ( Mt) of world reserves and kt/yr of production (U.S. Geological Survey, 2026) this is approximately years.",elsewhere in the deposit,0.645,0.74,0.0,,,
D0550,supported (reworded),medium,6.5.3,The arithmetic is internally consistent as a reserve-life ratio to zero.,6.5.3,The phosphate column of the classification matrix is the reserve-life ratio.,elsewhere in the deposit,0.327,0.431,0.0,,"attribution moved: Tilton, 2003, Srivastava & Vegi, 2024 are cited elsewhere in the deposit ; polarity phrased differently (passage no negator, draft ['not'])",
D0551,supported (near-verbatim),high,6.5.3,"It is **not a physical exhaustion forecast**, because reserve classification changes with prices, technology, exploration and regulation — the point made independently, and forcefully, by Illakwahhi, Vegi and Srivastava (2024) for the single-source USGS data behind the influential phosphate depletion estimates, and standard in mineral economics, where reserves have grown through a century of rising production for copper (Tilton, 2003; Tilton and Lagos, 2007).",6.5.3,"The arithmetic is internally consistent as a reserve-life ratio to zero; it is not a physical exhaustion forecast, because reserve classification changes with prices, technology, exploration, and regulation — the point made independently, and forcefully, by Illakwahhi, Vegi, and Srivastava (2024) for the single-source USGS data behind the influential phosphate depletion estimates, and standard in mineral economics, where reserves have grown through a century of rising production for copper (Tilton, 2003; Tilton and Lagos, 2007).",elsewhere in the deposit,0.902,0.925,0.0,,,
D0552,needs check: attribution,high,6.5.3,The reserves/resources split discipline is part of the classification: a resource-threshold calculation answers a different question and **must not share a column with the reserve-life ratio without an explicit convention label**.,6.5.3,The reserves/resources split discipline is part of the classification: a resource-threshold calculation answers a different question and must not share a column with the reserve-life ratio without an explicit convention label; the reserve classification is economic — US reserves have remained near kt while cumulative production since 1996 is of order kt — and the resource-based world horizon ( yr at ) is more than three times the reserve-based figure ( yr); the two-compartment split is what prevents these from being collapsed into one number.,elsewhere in the deposit,0.507,0.587,0.0,"needs check: attribution: the sentence this one restates cites Tilton, 2003, Srivastava & Vegi, 2024; the draft dropped the source",,
D0553,needs check: attribution,medium,6.5.3,"The reserve classification is economic — US reserves have remained near 1,000,000 kt while cumulative production since 1996 is of order 600,000 kt — and the resource-based world horizon (≈ 1,125 yr at ) is more than three times the reserve-based figure (≈ 309 yr).",1.1,The United States' phosphate reserves have remained near kt for decades while cumulative production since 1996 is of order kt.,elsewhere in the deposit,0.428,0.515,0.0,"needs check: strength: the passage hedges with ['at least', 'somewhat']; this sentence asserts without a hedge | needs check: attribution: the sentence this one restates cites Tilton, 2003, Srivastava & Vegi, 2024; the draft dropped the source","the figure 309, 1125 is stated in the deposit but outside this passage ; polarity phrased differently (passage no negator, draft ['not', 'without'])",
D0554,supported (reworded),medium,6.5.3,The two-compartment split is what prevents these from being collapsed into one number.,11,"Stating them with those questions — against the published critiques they corroborate — is what makes them usable; collapsing them into one ""time to depletion"" is what makes them false.",elsewhere in the deposit,0.286,0.397,0.0,,,
D0555,needs check: attribution,high,6.5.3,The implied-production column of the §6.5.2 table reproduces the production figure each horizon assumes (production = reserves ÷ horizon) and thereby exposes the source arithmetic; the country horizons reproduce the recorded MCS-vintage ratios.,6.5.3,The implied-production column of the Section 6.5.2 table reproduces the production figure each horizon assumes (production = reserves/horizon) and thereby exposes the source arithmetic; the country horizons reproduce the recorded MCS-vintage ratios.,elsewhere in the deposit,0.927,0.979,0.0,"needs check: attribution: the sentence this one restates cites Geological & Survey, 2026; the draft dropped the source","polarity phrased differently (passage ['not', 'without'], draft no negator)",
D0556,supported (near-verbatim),high,6.5.3,"**The vintage is pinned once.** The single pinned source of record is the *Mineral Commodity Summaries* (MCS) 2026 (U.S. Geological Survey, 2026), and every figure this article quotes at pin status is that vintage's — the pinned source's 2025 world-production column ≈ 250,000 kt and Australia's reserves 120,000 kt (JORC-compliant).",6.5.3,"The vintage is pinned once: the single pinned source of record is the Mineral Commodity Summaries (MCS) 2026 (U.S. Geological Survey, 2026), and every figure this article quotes at pin status is that vintage's — the pinned source's 2025 world-production column kt and Australia's reserves kt (JORC-compliant).",elsewhere in the deposit,0.955,0.975,0.0,,,
D0557,supported (reworded),medium,6.5.3,"The displayed country rows remain at their recorded **pre-2026** vintage under the quarantine dagger (the Australian 5,800,000 kt among them, retained rather than blanked), kept in place as worked instances of the reserve-life construction.",6.5.3,"The displayed country rows remain at their recorded pre-2026 vintage under the quarantine dagger (the Australian kt among them, retained at the quoted vintage), kept as worked instances of the reserve-life construction; completing the re-pin — replacing the displayed rows row by row with the pinned vintage's per-country reserve figures — is the registered open data action, it requires the per-country MCS 2026 reserve table, and no displayed classification depends on it.",elsewhere in the deposit,0.429,0.336,0.0,,,
D0558,supported (reworded),high,6.5.3,"Completing the re-pin — replacing the displayed rows row by row with the pinned vintage's per-country reserve figures — is the **registered open data action**; it requires the per-country MCS 2026 reserve table, and no displayed classification depends on it.",6.5.3,"The displayed country rows remain at their recorded pre-2026 vintage under the quarantine dagger (the Australian kt among them, retained at the quoted vintage), kept as worked instances of the reserve-life construction; completing the re-pin — replacing the displayed rows row by row with the pinned vintage's per-country reserve figures — is the registered open data action, it requires the per-country MCS 2026 reserve table, and no displayed classification depends on it.",elsewhere in the deposit,0.553,0.026,0.0,,,
D0559,excluded: shared verbatim,n/a,6.5.4,The fisheries column of the classification matrix is the removals-only pressure time.,,,identical text,1.0,1.0,,,,
D0560,needs check: scope,high,6.5.4,the **fishing-only time-to-reference**: the crossing time of the deliberately incomplete comparison process .,6.5.4,"When and , define and the fishing-only time-to-reference: the crossing time of the deliberately incomplete comparison process .",elsewhere in the deposit,0.898,0.905,0.0,needs check: scope: the sentence this one restates is conditioned by ['when']; the draft states it unconditionally,,
D0561,supported (near-verbatim),high,6.5.4,"With this is the construction tabled as ADH in §6.5.2; the two notations are kept because the boundary hypotheses stated here ( , ) are exactly the conditions of the positive sub-cohort of §6.5.2 (35 stocks, median 2.9 yr).",6.5.4,"With this is the construction tabled as ADH in Section 6.5.2; the two notations are kept because the boundary hypotheses stated here ( , ) are exactly the conditions of the positive sub-cohort of Section 6.5.2 (35 stocks, median yr); the reported Section 6.5.2 median ( yr) additionally carries the eight zero entries for stocks at or below the reference, per the zero convention of the source caption.",elsewhere in the deposit,0.64,0.688,0.0,,,
D0562,supported (reworded),high,6.5.4,"The reported §6.5.2 median (≈ 1.8 yr) additionally carries the eight zero entries for stocks at or below the reference, per the zero convention of the source caption.",6.5.4,"With this is the construction tabled as ADH in Section 6.5.2; the two notations are kept because the boundary hypotheses stated here ( , ) are exactly the conditions of the positive sub-cohort of Section 6.5.2 (35 stocks, median yr); the reported Section 6.5.2 median ( yr) additionally carries the eight zero entries for stocks at or below the reference, per the zero convention of the source caption.",elsewhere in the deposit,0.507,0.526,0.0,,,
D0563,supported (near-verbatim),high,6.5.4,It is a **removals-only pressure timescale**: the time unit comes from rescaling a stock-reference margin by one isolated gross-loss rate.,6.5.4,It is a removals-only pressure time scale — the time unit comes from rescaling a stock-reference margin by one isolated gross-loss rate.,elsewhere in the deposit,0.931,0.992,0.0,,"attribution moved: Ricard, 2012 are cited elsewhere in the deposit",
D0564,excluded: shared verbatim,n/a,6.5.4,"Because recruitment, somatic growth, maturation, natural mortality, density dependence, environmental forcing and future policy are omitted, is not a net biomass depletion diagnostic, not a demographic hitting-time estimate, and **not a member of the – – hierarchy**.",,,identical text,1.0,1.0,,,,
D0565,supported (near-verbatim),high,6.5.4,"A genuinely local biomass-decline ratio would require a compatible net estimate, and a demographic hitting time would require a fully specified population model; RAM Legacy SSB and data (Ricard et al., 2012) do not by themselves supply these quantities or models.",6.5.4,"A genuinely local biomass-decline ratio would require a compatible net estimate, and a demographic hitting time a fully specified population model; RAM Legacy SSB and data (Ricard et al., 2012) do not by themselves supply these quantities or models.",elsewhere in the deposit,1.0,0.972,0.0,,,
D0566,excluded: shared verbatim,n/a,6.5.4,Spawning biomass is **not** an abiotic support pool.,,,identical text,1.0,1.0,,,,
D0567,supported (near-verbatim),high,6.5.4,The construction is retained specifically to show why an isolated gross-removal timescale must not be promoted to a net depletion diagnostic.,6.5.4,The construction is retained specifically to show why an isolated gross-removal time scale must not be promoted to a net depletion diagnostic.,elsewhere in the deposit,0.894,0.996,0.0,,,
D0568,supported (near-verbatim),high,6.5.4,"**The collective implication for material-flow measurement.** The three published ""depletion time"" numbers — G3P index, phosphate reserve-life, fisheries removals-only time — answer three distinct questions at three distinct evidentiary levels.",6.5.4,"The collective implication for material-flows measurement is that the three published ""depletion time"" numbers — G3P index, phosphate reserve-life, fisheries removals-only time — answer three distinct questions at three distinct evidentiary levels.",aligned passage,1.0,0.934,1.0,,,
D0569,excluded: shared verbatim,n/a,7.1,"The ledger's own first-passage object is the model hitting time of Definition 5 — a quantity on trajectories of the mass-conserved ledger, or of a named reduced system.",,,identical text,1.0,1.0,,,,
D0570,supported (near-verbatim),high,7.1,The public-data quantities of §6.5 are constructed proxies on observed series.,7.1,The public-data quantities of Section 6.5 are constructed proxies on observed series.,aligned passage,0.908,0.949,1.0,,,
D0571,not a claim (signposting),high,7.1,"That distinction is the entry discipline of this section: the surrogates below **do not compute the ledger's hitting time**, **do not complete the ledger stochastically**, and **do not identify physical failure thresholds**.",7.1,"The distinction is the entry discipline of this section: the surrogates below do not compute the ledger's hitting time, do not complete the ledger stochastically, and do not identify physical failure thresholds.",aligned passage,1.0,0.993,1.0,,"the sentence reports what the document does, not what the world does",
D0572,supported (near-verbatim),high,,**Definition 6 (Observed-drift Brownian surrogate).** *Let (local to §7.2–7.4; **not** the half-saturation constant of §2.2) be the latest observed anomaly and the fitted drawdown rate.,,**Definition 6 (Observed-drift Brownian surrogate).** *Let (local to Sections 7.2–7.4; not the half-saturation constant of Section 2.2) be the latest observed anomaly and the fitted drawdown rate.,aligned passage,0.944,0.95,0.938,,,
D0573,supported (reworded),medium,,"On the scale of the tabulated series, define*",,"On the scale of the tabulated series define* *where is a standard Wiener process, a chosen noise scale, and the process is stopped at first reaching the record-relative barrier .*",aligned passage,0.349,0.4,0.938,,,
D0574,supported (near-verbatim),high,,"*where is a standard Wiener process, a chosen noise scale, and the process is stopped at first reaching the record-relative barrier .",,"On the scale of the tabulated series define* *where is a standard Wiener process, a chosen noise scale, and the process is stopped at first reaching the record-relative barrier .*",aligned passage,0.823,0.853,1.0,,,
D0575,excluded: shared verbatim,n/a,,This is a statistical surrogate for the empirical trend extrapolation.,,,identical text,1.0,1.0,,,,
D0576,supported (near-verbatim),high,,"It is not a hydrological constitutive law, is not mass-conserving, and is not a perturbation or stochastic completion of the ledger's active-pool equation or of the finite-donor primitive system of §2.2. **The non-completion non-claim is part of the definition.***",7.2,"It is not a hydrological constitutive law, is not mass-conserving, and is not a perturbation or stochastic completion of the ledger's active-pool equation or of the finite-donor primitive system of Section 2.2.",aligned passage,0.8,0.864,1.0,,,
D0577,supported (reworded),medium,7.2,"In words: take the straight line that was fitted to the observations, then allow it to wobble.",5,"Services are observations or feasible outputs of the physical state, not additional conserved mass.",elsewhere in the deposit,0.21,0.33,0.0,,,
D0578,supported (reworded),medium,7.2,Anything computed from that wobble is about the line.,1.1,Each of these quantities is informative about something.,elsewhere in the deposit,0.307,0.467,0.0,,,
D0579,excluded: shared verbatim,n/a,7.3,"**Proposition 18 (Inverse-Gaussian first passage — a standard fact, stated for notation).** *Let for the process of Definition 6, and .",,,identical text,1.0,1.0,,,,
D0580,supported (reworded),medium,7.3,"Conditional on treating and the barrier as fixed,*",7.3,"Conditional on treating and the barrier as fixed,* *in the mean–shape parameterization; in particular — the deterministic horizon to the window minimum, — and .*",aligned passage,0.429,0.482,1.0,,,
D0581,needs check: scope,high,,"In particular — the deterministic horizon to the window minimum, — and .*",7.3,"Conditional on treating and the barrier as fixed,* *in the mean–shape parameterization; in particular — the deterministic horizon to the window minimum, — and .*",elsewhere in the deposit,0.546,0.621,0.0,needs check: scope: the sentence this one restates is conditioned by ['conditional']; the draft states it unconditionally,,
D0582,supported (reworded),high,7.3,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of §6.5.1.,7.3,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of Section 6.5.1; that equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,aligned passage,0.552,0.594,0.625,,,
D0583,supported (near-verbatim),high,7.3,That equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,7.3,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of Section 6.5.1; that equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,aligned passage,0.66,0.688,0.625,,,
D0584,excluded: shared verbatim,n/a,,"**Corollary 19 (Zero-noise limit and median).** *As , in probability, and at the deterministic trajectory reaches the barrier exactly there.",,,identical text,1.0,1.0,,,,
D0585,supported (reworded),high,,"For every finite the inverse-Gaussian median satisfies ,*",,For every finite the inverse-Gaussian median satisfies* *The variance scales as and the standard deviation and small-noise quantile widths as .,aligned passage,0.497,0.562,1.0,,"polarity phrased differently (passage ['not'], draft no negator)",
D0586,supported (near-verbatim),high,,*The variance scales as and the standard deviation and small-noise quantile widths as .,,For every finite the inverse-Gaussian median satisfies* *The variance scales as and the standard deviation and small-noise quantile widths as .,elsewhere in the deposit,0.679,0.757,0.0,,,
D0587,excluded: shared verbatim,n/a,,The median below the mean is the inverse Gaussian's right skew toward short passage times; **the inequality must not be inverted.***,,,identical text,1.0,1.0,,,,
D0588,supported (near-verbatim),high,7.3,"These are conditional distributional statements about the surrogate. **They are not corrections to the tabled years, and they do not show that physical water mass is depleted faster.**",7.3,"They are not corrections to the tabled years, and they do not show that physical water mass is depleted faster.",aligned passage,0.719,0.762,0.667,,,
D0589,excluded: shared verbatim,n/a,,The barrier is selected from the *same finite observation window* used to estimate .,,,identical text,1.0,1.0,,,,
D0590,supported (near-verbatim),high,,"It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor.",,"It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor; future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.",aligned passage,0.576,0.678,1.0,,,
D0591,supported (reworded),high,,"Future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.",,"It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor; future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.",aligned passage,0.605,0.651,1.0,,,
D0592,excluded: shared verbatim,n/a,7.4,Three boundary facts complete the discipline.,,,identical text,1.0,1.0,,,,
D0593,supported (reworded),medium,,"1. **Already at minimum.** If , the stopping-time convention gives deterministically for every .",,"1. **Already-at-minimum.** If , the stopping-time convention gives deterministically for every ; the inverse-Gaussian family has a degenerate boundary limit concentrated at zero, and is not an ordinary inverse-Gaussian distribution.",aligned passage,0.433,0.546,1.0,,,
D0594,supported (reworded),high,,"The inverse-Gaussian family has a degenerate boundary limit concentrated at zero, and is not an ordinary inverse-Gaussian distribution. **Zero cells report zero relative to the selected observational barrier** — not zero physical uncertainty, and no confirmation of collapse. 2. **Independent physical thresholds.** If an independent physical threshold is specified, the same constant-drift surrogate gives the conditional mean , longer than the record-relative proxy because the barrier is lower.",,"Zero cells report zero relative to the selected observational barrier — not zero physical uncertainty and no confirmation of collapse. 2. **Independent physical thresholds.** If an independent physical threshold is specified, the same constant-drift surrogate gives the conditional mean , longer than the record-relative proxy because the barrier is lower.",aligned passage,0.758,0.059,1.0,,,
D0595,excluded: shared verbatim,n/a,,"This is a statement *within the surrogate*, not a general lower-bound theorem for the physical ledger, whose drift and state coupling may differ. 3. **Classification.** The load-bearing content is the interpretation boundary itself: a record-relative barrier makes the passage time a property of the observation window, and no reading of the tabled numbers escapes that qualification.",,,identical text,1.0,1.0,,,,
D0596,excluded: shared verbatim,n/a,7.5,"**Proposition 20 (Geometric-Brownian correction — a standard fact, stated for notation).** *Let under the Itô convention, with and , and .",,,identical text,1.0,1.0,,,,
D0597,supported (near-verbatim),high,,*so ; as this converges to the deterministic pure-decay horizon when and .*,7.5,Then* *so ; as this converges to the deterministic pure-decay horizon when and .*,elsewhere in the deposit,1.0,0.966,0.0,,,
D0598,excluded: shared verbatim,n/a,7.5,"For fixed arithmetic drift and the Itô parameterization, the finite-noise mean is strictly shorter than the deterministic horizon.",,,identical text,1.0,1.0,,,,
D0599,excluded: shared verbatim,n/a,7.5,This is a property of the chosen surrogate parameterization; it is **not** a universal claim that environmental variability accelerates physical biomass loss.,,,identical text,1.0,1.0,,,,
D0600,supported (near-verbatim),high,7.5,"The construction joins the removals-only classification of §6.5.4 — the same pure-decay process, now under a declared stochastic surrogate.",7.5,"The construction joins the removals-only classification of Section 6.5.4 — the same pure-decay process, now under a declared stochastic surrogate.",aligned passage,0.952,0.97,1.0,,,
D0601,supported (near-verbatim),high,,"Under the deterministic surrogate with constant production , the first-passage time to a fixed threshold is",,"Under the deterministic surrogate with constant production , the first-passage time to a fixed threshold is the reserve-life ratio being the special case and a threshold fraction giving .",elsewhere in the deposit,0.654,0.729,0.0,,"polarity phrased differently (passage ['not', 'without'], draft no negator)",
D0602,supported (reworded),high,,"the reserve-life ratio being the special case, and a threshold fraction giving .",,"Under the deterministic surrogate with constant production , the first-passage time to a fixed threshold is the reserve-life ratio being the special case and a threshold fraction giving .",aligned passage,0.551,0.592,0.615,,,
D0603,supported (reworded),medium,,This is a conditional reserve-classification proxy under constant production.,,"This is a conditional reserve-classification proxy under constant production; because reserves are an economic classification rather than a fixed physical stock, it is not a forecast of geological exhaustion without an explicit resource and production model.",aligned passage,0.379,0.456,0.615,,,
D0604,supported (near-verbatim),high,,"Because reserves are an economic classification rather than a fixed physical stock, it is not a forecast of geological exhaustion without an explicit resource and production model. **No stochastic phosphate extension is required for the interpretation.**",,"This is a conditional reserve-classification proxy under constant production; because reserves are an economic classification rather than a fixed physical stock, it is not a forecast of geological exhaustion without an explicit resource and production model.",aligned passage,0.668,0.711,0.615,,,
D0605,excluded: shared verbatim,n/a,7.7,"The first-passage semantics close with seven explicit non-claims, all of which hold in this article.",,,identical text,1.0,1.0,,,,
D0606,excluded: shared verbatim,n/a,7.7,The Brownian and geometric-Brownian processes are **not** stochastic completions of the ledger and do not conserve its mass compartments. 2.,,,identical text,1.0,1.0,,,,
D0607,excluded: shared verbatim,n/a,7.7,"No theorem relates to of the reduced systems, to the finite-donor primitive system, or to the institutional delay equations. 3.",,,identical text,1.0,1.0,,,,
D0608,excluded: shared verbatim,n/a,7.7,"The model hitting time of Definition 5 is **not shown to be inverse Gaussian**: it would be inverse Gaussian only if the active-pool residual were Brownian with constant drift, which the coupled balance (2) does not supply — the tabled groundwater numbers inherit inverse-Gaussian means from Definition 6's surrogate and from nothing else. 4.",,,identical text,1.0,1.0,,,,
D0609,excluded: shared verbatim,n/a,7.7,The historical groundwater minimum is not an independently identified physical failure barrier. 5.,,,identical text,1.0,1.0,,,,
D0610,excluded: shared verbatim,n/a,7.7,A shorter surrogate median or Itô mean is not evidence of faster physical depletion. 6.,,,identical text,1.0,1.0,,,,
D0611,supported (near-verbatim),high,7.7,"The gross active-pool horizon of Definition 3 and its productivity-illusion interpretation — the misreading of a large gross-turnover horizon as evidence of slow net depletion, the false implication recorded in §6.1 — are not first-passage results treated here. 7.",7.7,"The gross active-pool horizon of Definition 3 and its productivity-illusion interpretation — the misreading of a large gross-turnover horizon as evidence of slow net depletion, the false implication recorded in Section 6.1 — are not first-passage results treated here. 7.",aligned passage,0.97,0.984,1.0,,,
D0612,excluded: shared verbatim,n/a,7.7,"The fisheries calculation is not a stage-structured fisheries model, and the phosphate calculation is not a geological-reserve model.",,,identical text,1.0,1.0,,,,
D0613,supported (near-verbatim),high,7.8,"The inverse-Gaussian results condition on the drift, the barrier and the noise scale.",7.8,"The inverse-Gaussian results condition on the drift, barrier, and noise scale.",aligned passage,1.0,0.949,1.0,,"polarity phrased differently (passage no negator, draft ['not'])",
D0614,supported (reworded),medium,7.8,"In the groundwater application, is estimated from a finite, potentially autocorrelated record, and the barrier is selected from that same record.",7.8,"In the groundwater application is estimated from a finite, potentially autocorrelated record and the barrier is selected from that same record; measurement error, serial dependence, seasonal forcing, spatial aggregation, trend breaks, and common climatic drivers are separate uncertainties, and integrating any of them out yields a predictive mixture rather than a single inverse-Gaussian law.",aligned passage,0.425,0.538,1.0,,,
D0615,supported (reworded),high,7.8,"Measurement error, serial dependence, seasonal forcing, spatial aggregation, trend breaks and common climatic drivers are **separate** uncertainties, and integrating any of them out yields a predictive mixture rather than a single inverse-Gaussian law.",7.8,"In the groundwater application is estimated from a finite, potentially autocorrelated record and the barrier is selected from that same record; measurement error, serial dependence, seasonal forcing, spatial aggregation, trend breaks, and common climatic drivers are separate uncertainties, and integrating any of them out yields a predictive mixture rather than a single inverse-Gaussian law.",aligned passage,0.714,0.522,1.0,,,
D0616,not a claim (signposting),high,7.8,"A residual scale estimated from the same window does not by itself identify process noise. **No calibrated predictive distribution is claimed**; the full uncertainty treatment belongs to an empirical identification study, not to this article.",7.8,"No calibrated predictive distribution is claimed; the full uncertainty treatment belongs to an empirical identification study, not to this article.",aligned passage,0.676,0.762,1.0,,"the sentence reports what the document does, not what the world does",
D0617,excluded: shared verbatim,n/a,7.8,"For industrial-ecology measurement this discipline is the practical message: first-passage distributions on declared surrogates are usable as descriptive statistics, but their drift, barrier and noise inputs each carry their own identification story, and a calibrated forecast requires that story to be discharged.",,,identical text,1.0,1.0,,,,
D0618,supported (reworded),high,8.1,"The phosphorus domain enters at **registered template status**: an identification ladder for the resource–product–waste–detritus structure of §2.3 (phosphate rock → fertilizer → soil pool → runoff, with the mining flux and the recycling routes ), whose constitutive content — the yield and loss functions, the recovery fractions, the price response of the reserve classification — is **declared, not established**.",8.1,"The phosphorus domain enters at registered template status: an identification ladder for the resource-product-waste-detritus structure of Section 2.3, whose constitutive content --- yield and loss functions, recovery fractions, the price response of the reserve classification --- is declared and not established, and whose reserve and production quantities carry their source vintage (U.S. Geological Survey, 2026).",aligned passage,0.548,0.358,0.548,,,
D0619,supported (reworded),medium,8.1,"The reserve and production quantities used in §6.5.3 carry their source vintage (U.S. Geological Survey, 2026).",8.1,"The phosphorus domain enters at registered template status: an identification ladder for the resource-product-waste-detritus structure of Section 2.3, whose constitutive content --- yield and loss functions, recovery fractions, the price response of the reserve classification --- is declared and not established, and whose reserve and production quantities carry their source vintage (U.S. Geological Survey, 2026).",aligned passage,0.318,0.362,0.548,,,
D0620,supported (reworded),high,8.1,"The template's competing-model ladder is an identification object, and its falsification protocols — *which observation would reject which routing assumption* — are recorded obligations, not results.",8.1,The ladder's competing-model structure and its falsification protocols are recorded obligations rather than results.,aligned passage,0.538,0.62,0.548,,,
D0621,supported (reworded),medium,8.2,The groundwater template enters at registered status with an admitted object and a declared gap.,8.2,"The groundwater template enters at registered status with one admitted object and one declared gap: the admitted object is the one-pool affine approximation behind the anomaly-persistence index of Section 6.5.1, and the two-pool model --- active storage with a slow donor pool, the two-compartment structure of Section 2.2 --- is not established.",elsewhere in the deposit,0.383,0.434,0.0,,"polarity phrased differently (passage ['not'], draft no negator)",
D0622,needs check: strength,high,8.2,"- **Admitted object.** The one-pool affine approximation behind the anomaly-persistence index of §6.5.1. - **Not established.** The two-pool model — active storage with a slow donor pool, the two-compartment structure of §2.2.",8.2,"The groundwater template enters at registered status with one admitted object and one declared gap: the admitted object is the one-pool affine approximation behind the anomaly-persistence index of Section 6.5.1, and the two-pool model --- active storage with a slow donor pool, the two-compartment structure of Section 2.2 --- is not established.",aligned passage,0.691,0.702,0.679,needs check: strength: the passage hedges with ['may']; this sentence asserts without a hedge,,
D0623,supported (reworded),medium,8.2,"The registered identification requirements for closing the gap are: geological geometry (aquitard depth and extent); multi-depth heads; pumping tests; tracer, isotope or water-age evidence; recharge estimates; prior ranges for the storage and fast–slow coupling parameters; and the discipline that **leakage terms may not absorb unexplained residuals**.",8.2,"The registered identification requirements for closing that gap, and the discipline that leakage terms may not absorb unexplained residuals, are the subject of the supplementary's S2.1, and none of them is met by the record used in Section 6.5; the registration as this article previously stated it is the supplementary's S14.",elsewhere in the deposit,0.244,0.19,0.0,,,
D0624,excluded: shared verbatim,n/a,8.3,"On the extractor side, the same discipline applies to economic steady states.",,,identical text,1.0,1.0,,,,
D0625,supported (reworded),medium,8.3,"In the open-access equilibrium of a single-species fishery (Clark, 1990), the bioeconomic equilibrium stock",8.3,"In the open-access equilibrium of a single-species fishery (Clark, 1990), the bioeconomic equilibrium stock is set by cost, price, and catchability — and is infeasible as a management target under a conservation floor : the unregulated equilibrium lies below the floor, and no open-access trajectory is viable against it.",elsewhere in the deposit,0.422,0.494,0.0,,"polarity phrased differently (passage ['not'], draft no negator)",
